O1;ASM;;;
1322;823;;;
2361;1038;;;
508;1425;;;
1164;1938;;;
1500;427;;;
580;712;;;
904;900;;;
1200;345;;;
612;924;;;
484;809;;;
241;491;;;
1761;375;;;
195;292;;;
865;967;;;
223;379;;;
617;610;;;
1269;425;;;
2601;316;;;
916;697;;;
509;1246;;;
696;689;;;
193;474;;;
442;604;;;
912;399;;;
896;472;;;
687;1031;;;
1565;758;;;
1104;681;;;
652;1310;;;
511;764;;;
1281;811;;;
476;286;;;
209;1255;;;
215;500;;;
489;454;;;
606;290;;;
1814;545;;;
1075;545;;;
1002;1563;;;
1279;1038;;;
1760;961;;;
473;1085;;;
1304;1788;;;
588;726;;;
833;1052;;;
1285;596;;;
531;671;;;
933;1052;;;
1441;610;;;
353;689;;;
1356;1097;;;
213;657;;;
444;922;;;
420;574;;;
557;385;;;
766;386;;;
199;750;;;
212;768;;;
880;320;;;
1277;458;;;
533;753;;;
478;1091;;;
636;462;;;
203;645;;;
661;663;;;
919;328;;;
850;478;;;
250;325;;;
1417;695;;;
1307;493;;;
1320;798;;;
945;908;;;
1172;924;;;
215;536;;;
963;765;;;
608;552;;;
1009;1190;;;
545;696;;;
527;742;;;
1362;375;;;
375;633;;;
1070;1295;;;
1171;644;;;
1857;600;;;
1964;915;;;
383;1307;;;
1664;925;;;
191;442;;;
1085;1117;;;
551;316;;;
1498;1119;;;
1127;570;;;
468;1054;;;
908;692;;;
730;348;;;
223;852;;;
2143;568;;;
1024;304;;;
1364;1295;;;
1308;612;;;
1796;1257;;;
186;1291;;;
1919;1564;;;
1358;535;;;
667;1030;;;
361;1155;;;
197;495;;;
2171;450;;;
1324;320;;;
770;1235;;;
748;535;;;
300;492;;;
1178;350;;;
1832;292;;;
1098;766;;;
990;1039;;;
437;1099;;;
436;900;;;
885;311;;;
1100;442;;;
1397;1060;;;
671;580;;;
562;1210;;;
1237;667;;;
1230;665;;;
880;1234;;;
839;785;;;
1269;588;;;
1806;498;;;
910;624;;;
675;1958;;;
1867;513;;;
176;683;;;
501;930;;;
1321;286;;;
1595;627;;;
582;864;;;
209;1135;;;
1632;373;;;
505;280;;;
1190;709;;;
627;403;;;
697;552;;;
2584;558;;;
1021;397;;;
2151;1623;;;
879;722;;;
938;1563;;;
328;635;;;
191;1020;;;
1271;434;;;
1309;399;;;
914;827;;;
1370;1123;;;
685;768;;;
1258;916;;;
2548;418;;;
869;772;;;
2237;1402;;;
1032;467;;;
1368;1019;;;
787;602;;;
649;1022;;;
967;758;;;
731;768;;;
1563;584;;;
353;462;;;
884;728;;;
874;395;;;
610;659;;;
1388;460;;;
650;637;;;
1068;576;;;
663;497;;;
2439;722;;;
1782;644;;;
920;1291;;;
2420;902;;;
419;712;;;
2741;1212;;;
1539;326;;;
324;1409;;;
503;1480;;;
2564;367;;;
560;423;;;
1193;1923;;;
1013;553;;;
847;738;;;
1259;848;;;
1271;525;;;
2102;627;;;
1770;706;;;
1373;1165;;;
1630;1417;;;
144;1212;;;
480;1460;;;
323;322;;;
2974;375;;;
590;440;;;
1488;1604;;;
1382;625;;;
304;688;;;
1150;975;;;
1100;292;;;
414;906;;;
480;590;;;
1386;345;;;
1478;448;;;
1080;813;;;
851;726;;;
667;853;;;
1055;423;;;
452;515;;;
817;794;;;
1248;537;;;
1373;344;;;
413;868;;;
448;844;;;
1311;310;;;
1431;739;;;
685;983;;;
543;683;;;
888;606;;;
460;316;;;
2031;568;;;
823;302;;;
501;1022;;;
2321;951;;;
1091;500;;;
795;1953;;;
1435;1267;;;
351;1015;;;
628;1184;;;
466;320;;;
487;780;;;
1127;533;;;
525;442;;;
2003;1255;;;
766;701;;;
1157;1302;;;
985;681;;;
1317;1148;;;
714;860;;;
1293;967;;;
551;769;;;
1074;1062;;;
1117;1115;;;
969;722;;;
720;584;;;
1419;788;;;
727;1098;;;
971;833;;;
1299;513;;;
1865;602;;;
1117;1441;;;
1304;1200;;;
786;1119;;;
1080;809;;;
166;663;;;
1861;643;;;
1905;312;;;
458;1549;;;
525;1528;;;
1309;506;;;
558;450;;;
554;1567;;;
1236;719;;;
633;515;;;
1415;916;;;
623;738;;;
792;859;;;
614;655;;;
1204;1085;;;
1921;841;;;
1455;695;;;
1125;1751;;;
1792;1210;;;
700;908;;;
862;1290;;;
622;545;;;
872;1265;;;
1295;574;;;
646;407;;;
491;1002;;;
1052;776;;;
630;793;;;
823;1078;;;
1455;542;;;
961;732;;;
2430;825;;;
691;710;;;
1477;1867;;;
1021;627;;;
658;1544;;;
959;845;;;
981;898;;;
1259;608;;;
525;651;;;
630;1018;;;
1713;782;;;
1242;586;;;
608;1338;;;
767;1010;;;
527;363;;;
2191;495;;;
1680;511;;;
1291;2201;;;
1129;1407;;;
417;950;;;
462;945;;;
827;359;;;
1356;565;;;
529;594;;;
578;1735;;;
282;620;;;
1735;437;;;
411;528;;;
807;1155;;;
322;460;;;
943;975;;;
722;450;;;
943;1113;;;
931;600;;;
1342;631;;;
1141;533;;;
835;1121;;;
213;991;;;
517;777;;;
845;552;;;
917;470;;;
417;762;;;
1200;837;;;
850;564;;;
839;1145;;;
493;633;;;
423;764;;;
1573;628;;;
1584;525;;;
545;930;;;
1398;1370;;;
596;347;;;
777;1293;;;
1093;655;;;
375;679;;;
867;1014;;;
936;533;;;
777;967;;;
1744;562;;;
801;540;;;
438;1387;;;
470;912;;;
1905;413;;;
284;554;;;
501;1579;;;
1386;325;;;
1619;482;;;
687;1121;;;
618;1310;;;
1206;715;;;
1743;1144;;;
482;1040;;;
1357;722;;;
858;409;;;
640;650;;;
701;833;;;
667;630;;;
2312;647;;;
1040;663;;;
186;1468;;;
150;904;;;
498;332;;;
959;306;;;
1390;611;;;
1756;691;;;
662;1253;;;
1032;1437;;;
551;357;;;
1484;880;;;
1001;477;;;
758;1070;;;
2119;769;;;
243;442;;;
448;1200;;;
1007;582;;;
519;343;;;
825;517;;;
568;550;;;
1194;537;;;
483;300;;;
506;1117;;;
498;407;;;
498;387;;;
659;531;;;
470;533;;;
292;515;;;
699;546;;;
1781;328;;;
1208;462;;;
492;1419;;;
559;840;;;
433;385;;;
896;465;;;
1595;391;;;
605;720;;;
478;1310;;;
902;308;;;
1912;442;;;
734;750;;;
1544;1125;;;
541;1153;;;
1156;857;;;
869;675;;;
1366;706;;;
1579;898;;;
549;1429;;;
837;936;;;
1261;514;;;
900;835;;;
1216;851;;;
1332;815;;;
748;897;;;
1093;918;;;
673;774;;;
619;1145;;;
1192;780;;;
750;375;;;
780;656;;;
843;718;;;
606;549;;;
318;1052;;;
1063;590;;;
662;430;;;
578;547;;;
189;665;;;
588;548;;;
487;378;;;
189;608;;;
574;620;;;
574;410;;;
957;310;;;
973;792;;;
967;510;;;
506;867;;;
699;354;;;
1641;364;;;
937;365;;;
898;1077;;;
446;460;;;
1368;823;;;
310;420;;;
805;1150;;;
1145;509;;;
720;898;;;
746;923;;;
1415;510;;;
288;600;;;
893;815;;;
181;372;;;
1914;944;;;
806;460;;;
1103;1714;;;
322;643;;;
411;695;;;
1003;460;;;
723;327;;;
748;835;;;
847;738;;;
1946;691;;;
759;1047;;;
699;928;;;
1384;495;;;
1551;624;;;
497;750;;;
471;1464;;;
1060;486;;;
947;337;;;
2928;600;;;
529;561;;;
1159;1650;;;
584;549;;;
292;1285;;;
1662;592;;;
1139;265;;;
1263;1160;;;
535;703;;;
817;1243;;;
902;852;;;
1038;953;;;
517;606;;;
294;726;;;
1089;438;;;
499;427;;;
699;1287;;;
1174;426;;;
1043;490;;;
1196;825;;;
413;1147;;;
274;1013;;;
590;444;;;
1070;407;;;
393;509;;;
2094;669;;;
1078;408;;;
1423;1865;;;
758;647;;;
450;1293;;;
436;735;;;
1277;340;;;
1330;395;;;
1107;1182;;;
572;1625;;;
1056;990;;;
809;559;;;
961;1267;;;
470;1090;;;
576;739;;;
593;458;;;
594;440;;;
613;355;;;
1545;574;;;
851;604;;;
1403;1159;;;
1289;925;;;
1727;630;;;
551;740;;;
1224;987;;;
1972;624;;;
908;1365;;;
762;1243;;;
2331;814;;;
1575;628;;;
300;1465;;;
336;1530;;;
2419;300;;;
787;548;;;
1121;1994;;;
470;607;;;
1141;973;;;
699;359;;;
679;673;;;
559;402;;;
1236;871;;;
799;541;;;
700;750;;;
1127;564;;;
910;612;;;
824;803;;;
1168;522;;;
450;626;;;
1127;667;;;
691;531;;;
620;785;;;
176;373;;;
651;504;;;
920;306;;;
1027;404;;;
2521;758;;;
414;780;;;
1129;1500;;;
1729;396;;;
740;833;;;
1085;1297;;;
803;446;;;
888;742;;;
928;700;;;
923;663;;;
1307;734;;;
1127;805;;;
1371;1417;;;
1238;1230;;;
450;1425;;;
1144;768;;;
584;523;;;
2366;1018;;;
1435;348;;;
1694;1593;;;
1462;961;;;
2530;1632;;;
1619;880;;;
656;1950;;;
875;809;;;
928;497;;;
477;951;;;
430;752;;;
1897;331;;;
494;442;;;
1235;1094;;;
772;525;;;
581;800;;;
1212;793;;;
1050;483;;;
1365;758;;;
495;778;;;
1052;1094;;;
884;484;;;
1184;987;;;
687;874;;;
925;562;;;
881;567;;;
825;706;;;
460;827;;;
754;943;;;
894;410;;;
1315;541;;;
1444;806;;;
460;1052;;;
1669;1064;;;
610;420;;;
860;758;;;
423;308;;;
1496;789;;;
817;442;;;
1773;715;;;
541;543;;;
464;1006;;;
3146;417;;;
933;541;;;
950;1512;;;
787;815;;;
306;625;;;
1083;390;;;
273;422;;;
1316;582;;;
657;359;;;
681;861;;;
1581;535;;;
1107;862;;;
1443;1097;;;
1338;752;;;
2130;1417;;;
1830;977;;;
527;959;;;
1317;1108;;;
604;760;;;
1143;865;;;
616;565;;;
675;1010;;;
492;598;;;
560;584;;;
1731;405;;;
1393;398;;;
452;1210;;;
947;1047;;;
1352;450;;;
845;953;;;
969;779;;;
1553;695;;;
1529;632;;;
264;1275;;;
1030;1313;;;
967;598;;;
1034;456;;;
889;622;;;
480;1162;;;
174;610;;;
775;420;;;
1676;438;;;
1099;580;;;
1326;1178;;;
1216;964;;;
507;434;;;
912;934;;;
266;405;;;
529;510;;;
284;473;;;
535;450;;;
430;311;;;
1306;507;;;
2252;559;;;
1138;1123;;;
1932;1441;;;
926;1160;;;
1246;1160;;;
1277;935;;;
1164;644;;;
1230;790;;;
1692;667;;;
1402;777;;;
1484;1060;;;
1324;773;;;
1176;884;;;
1030;1184;;;
772;845;;;
712;1182;;;
2027;691;;;
714;590;;;
420;1670;;;
1251;626;;;
628;408;;;
1381;1168;;;
440;642;;;
723;1265;;;
742;464;;;
811;640;;;
480;719;;;
475;531;;;
720;545;;;
860;385;;;
750;477;;;
1628;547;;;
1202;332;;;
1384;695;;;
1271;781;;;
600;1182;;;
2724;953;;;
900;588;;;
1843;1271;;;
513;492;;;
462;1062;;;
746;480;;;
1545;438;;;
1368;561;;;
884;1034;;;
521;636;;;
1407;675;;;
613;343;;;
349;1129;;;
3255;462;;;
629;315;;;
738;1389;;;
1237;460;;;
1628;707;;;
1781;823;;;
531;1027;;;
1017;1425;;;
1688;414;;;
2724;817;;;
1350;925;;;
850;1350;;;
701;1210;;;
809;499;;;
1070;560;;;
1113;470;;;
1170;648;;;
1822;659;;;
1352;693;;;
1150;843;;;
405;1342;;;
472;1033;;;
596;351;;;
1074;332;;;
809;383;;;
1904;1176;;;
948;973;;;
1784;1161;;;
1301;523;;;
1149;1433;;;
734;1117;;;
2100;742;;;
679;547;;;
969;1032;;;
261;300;;;
632;717;;;
1085;311;;;
1335;675;;;
979;829;;;
379;1113;;;
667;598;;;
1028;426;;;
1074;847;;;
1208;490;;;
1851;808;;;
1413;606;;;
1135;1085;;;
610;760;;;
1121;600;;;
971;622;;;
932;699;;;
946;568;;;
1597;485;;;
540;350;;;
785;723;;;
154;558;;;
1277;600;;;
1914;300;;;
1356;592;;;
1931;1330;;;
469;780;;;
859;1161;;;
462;430;;;
1290;391;;;
987;406;;;
1237;967;;;
1541;675;;;
1673;975;;;
1141;963;;;
1030;1405;;;
1711;1053;;;
2065;677;;;
251;1741;;;
1354;1101;;;
1765;466;;;
1869;514;;;
1447;1019;;;
1012;1560;;;
1442;1332;;;
1255;418;;;
1939;774;;;
1435;1260;;;
1127;1325;;;
685;1133;;;
744;1090;;;
436;533;;;
837;632;;;
1638;325;;;
912;553;;;
544;1445;;;
742;780;;;
859;645;;;
724;868;;;
714;623;;;
1289;355;;;
768;714;;;
882;900;;;
2065;1368;;;
651;675;;;
600;1275;;;
1571;742;;;
1172;644;;;
405;1172;;;
379;786;;;
454;490;;;
487;567;;;
345;377;;;
706;655;;;
1318;418;;;
286;505;;;
1522;647;;;
934;419;;;
543;801;;;
1847;620;;;
288;721;;;
505;1243;;;
158;632;;;
1577;555;;;
1012;341;;;
970;1297;;;
924;932;;;
529;1070;;;
728;738;;;
1954;944;;;
957;478;;;
653;1579;;;
725;750;;;
298;438;;;
166;1097;;;
432;316;;;
267;267;;;
570;543;;;
645;525;;;
766;490;;;
1240;577;;;
1143;537;;;
162;1070;;;
685;1008;;;
1060;348;;;
586;806;;;
1056;1072;;;
1172;960;;;
659;1076;;;
1165;943;;;
412;535;;;
1143;673;;;
456;405;;;
825;1263;;;
874;434;;;
574;592;;;
172;758;;;
182;576;;;
606;278;;;
1089;300;;;
426;523;;;
466;900;;;
1184;675;;;
345;523;;;
434;663;;;
638;655;;;
665;641;;;
841;817;;;
1275;873;;;
1381;663;;;
777;1125;;;
1482;1018;;;
569;890;;;
880;1278;;;
189;387;;;
564;432;;;
742;312;;;
259;655;;;
991;719;;;
484;440;;;
722;920;;;
211;553;;;
856;817;;;
681;268;;;
324;296;;;
740;723;;;
185;402;;;
484;675;;;
803;304;;;
478;545;;;
750;1185;;;
468;726;;;
1738;825;;;
714;355;;;
1034;2015;;;
517;645;;;
244;1093;;;
359;647;;;
343;497;;;
1419;430;;;
350;625;;;
468;1575;;;
294;695;;;
868;344;;;
746;448;;;
732;663;;;
914;544;;;
296;813;;;
1322;750;;;
460;562;;;
513;1573;;;
919;707;;;
470;880;;;
418;788;;;
655;574;;;
401;375;;;
189;773;;;
436;320;;;
734;300;;;
334;347;;;
202;758;;;
393;416;;;
539;300;;;
472;428;;;
2055;710;;;
565;707;;;
1529;1938;;;
408;339;;;
351;1530;;;
627;911;;;
829;628;;;
697;833;;;
823;543;;;
431;1200;;;
452;930;;;
193;395;;;
685;486;;;
1025;435;;;
495;808;;;
365;961;;;
237;546;;;
189;694;;;
894;420;;;
1498;422;;;
361;521;;;
243;1085;;;
460;430;;;
795;574;;;
529;545;;;
314;777;;;
243;651;;;
475;458;;;
798;633;;;
174;876;;;
369;1085;;;
435;347;;;
892;552;;;
328;578;;;
723;497;;;
854;439;;;
349;981;;;
1137;835;;;
662;705;;;
547;927;;;
1111;770;;;
837;707;;;
209;1528;;;
953;811;;;
1713;324;;;
570;560;;;
348;1530;;;
369;734;;;
1022;398;;;
545;594;;;
746;1170;;;
943;760;;;
448;750;;;
1336;959;;;
550;478;;;
1725;1295;;;
1166;423;;;
296;1382;;;
511;1001;;;
764;742;;;
461;573;;;
154;481;;;
390;460;;;
219;327;;;
395;793;;;
612;618;;;
1030;549;;;
979;793;;;
202;948;;;
932;410;;;
302;328;;;
519;665;;;
486;442;;;
174;527;;;
260;493;;;
237;343;;;
660;673;;;
448;478;;;
207;900;;;
308;700;;;
225;312;;;
225;430;;;
1050;330;;;
357;363;;;
598;1200;;;
221;387;;;
354;900;;;
533;407;;;
655;465;;;
1364;600;;;
585;785;;;
1295;770;;;
760;606;;;
192;1001;;;
345;1040;;;
807;410;;;
792;840;;;
318;969;;;
276;490;;;
910;493;;;
647;495;;;
744;845;;;
442;592;;;
509;1060;;;
621;711;;;
525;673;;;
1178;775;;;
1149;675;;;
345;990;;;
764;799;;;
981;531;;;
424;1072;;;
594;1307;;;
723;722;;;
906;663;;;
490;963;;;
1179;1013;;;
424;716;;;
1212;1543;;;
1042;568;;;
195;1453;;;
517;1010;;;
1044;395;;;
933;494;;;
272;880;;;
612;744;;;
598;557;;;
1311;870;;;
217;677;;;
559;1090;;;
1121;458;;;
403;661;;;
401;1235;;;
367;710;;;
720;768;;;
1444;710;;;
1060;754;;;
671;1243;;;
896;1261;;;
456;553;;;
395;1318;;;
562;537;;;
569;855;;;
661;466;;;
369;900;;;
275;1140;;;
323;555;;;
434;405;;;
196;475;;;
1405;322;;;
448;337;;;
519;1175;;;
1429;664;;;
334;695;;;
419;1038;;;
507;379;;;
673;655;;;
428;1103;;;
1015;664;;;
225;544;;;
1135;1510;;;
894;391;;;
687;597;;;
342;1773;;;
272;829;;;
395;589;;;
685;576;;;
197;760;;;
645;762;;;
311;537;;;
1223;975;;;
180;541;;;
353;1068;;;
444;537;;;
1271;420;;;
560;904;;;
748;794;;;
391;693;;;
2122;718;;;
385;750;;;
908;1688;;;
316;1176;;;
653;1048;;;
206;444;;;
219;620;;;
602;417;;;
444;484;;;
754;756;;;
783;509;;;
786;769;;;
504;813;;;
480;920;;;
365;584;;;
192;827;;;
246;417;;;
249;310;;;
330;563;;;
868;580;;;
529;337;;;
250;687;;;
397;653;;;
1007;484;;;
302;552;;;
314;1331;;;
525;428;;;
462;422;;;
932;758;;;
1123;990;;;
474;1481;;;
369;760;;;
488;409;;;
704;574;;;
1791;839;;;
174;660;;;
1310;1050;;;
837;400;;;
620;1141;;;
1129;780;;;
298;790;;;
754;1535;;;
173;405;;;
699;924;;;
294;260;;;
513;1091;;;
466;784;;;
778;726;;;
344;631;;;
284;340;;;
912;586;;;
1125;702;;;
316;932;;;
527;1018;;;
896;450;;;
916;656;;;
325;1025;;;
237;1034;;;
620;502;;;
602;355;;;
239;691;;;
748;781;;;
918;498;;;
695;657;;;
560;938;;;
789;536;;;
237;608;;;
256;710;;;
555;545;;;
411;600;;;
179;815;;;
683;600;;;
223;338;;;
229;892;;;
454;652;;;
872;375;;;
446;758;;;
492;1157;;;
484;1038;;;
695;529;;;
1099;513;;;
256;1142;;;
489;1107;;;
209;454;;;
959;1023;;;
487;659;;;
450;1393;;;
957;750;;;
525;389;;;
721;1236;;;
519;1117;;;
469;1263;;;
496;660;;;
679;876;;;
551;560;;;
402;857;;;
404;438;;;
477;710;;;
657;367;;;
348;1334;;;
683;1729;;;
546;592;;;
582;1230;;;
529;853;;;
1265;1294;;;
458;770;;;
306;1591;;;
464;687;;;
186;492;;;
395;1060;;;
786;466;;;
424;691;;;
199;1105;;;
478;1015;;;
663;425;;;
912;860;;;
500;919;;;
549;1640;;;
197;808;;;
586;876;;;
784;537;;;
523;1853;;;
841;1599;;;
489;730;;;
681;800;;;
271;1553;;;
231;813;;;
180;911;;;
693;702;;;
352;302;;;
304;1690;;;
223;738;;;
505;880;;;
626;915;;;
432;764;;;
679;821;;;
645;1027;;;
304;625;;;
412;619;;;
377;1078;;;
196;908;;;
564;535;;;
242;566;;;
696;1117;;;
351;655;;;
175;935;;;
249;723;;;
691;552;;;
973;706;;;
902;1042;;;
464;1488;;;
308;800;;;
744;556;;;
1127;588;;;
693;622;;;
406;1145;;;
476;1058;;;
440;600;;;
190;552;;;
617;726;;;
195;545;;;
241;1196;;;
225;513;;;
474;675;;;
174;638;;;
1289;667;;;
1534;501;;;
574;1990;;;
361;1745;;;
466;655;;;
350;665;;;
780;1200;;;
735;724;;;
821;959;;;
444;1035;;;
262;903;;;
452;470;;;
353;454;;;
537;699;;;
200;450;;;
165;731;;;
293;399;;;
243;407;;;
199;525;;;
1050;665;;;
835;460;;;
199;1652;;;
1033;1023;;;
1841;430;;;
484;1883;;;
570;1571;;;
989;837;;;
371;753;;;
320;1464;;;
211;501;;;
250;406;;;
233;522;;;
320;706;;;
1022;543;;;
316;525;;;
505;1050;;;
750;801;;;
592;1200;;;
382;1729;;;
596;1067;;;
713;435;;;
480;900;;;
519;1260;;;
478;952;;;
699;825;;;
247;702;;;
300;1330;;;
430;540;;;
1020;718;;;
1466;632;;;
679;1740;;;
621;1701;;;
227;1302;;;
277;1101;;;
777;547;;;
391;490;;;
829;1137;;;
1084;940;;;
201;734;;;
519;1002;;;
890;706;;;
229;693;;;
186;754;;;
178;369;;;
1159;365;;;
594;320;;;
177;1144;;;
598;945;;;
847;312;;;
1026;888;;;
750;963;;;
381;1200;;;
320;785;;;
1123;632;;;
460;414;;;
557;1360;;;
306;612;;;
484;910;;;
1151;565;;;
365;575;;;
563;1354;;;
298;294;;;
683;525;;;
930;485;;;
831;760;;;
1804;695;;;
308;450;;;
736;2372;;;
882;397;;;
1076;552;;;
566;835;;;
627;1064;;;
332;823;;;
1046;655;;;
870;283;;;
758;624;;;
290;844;;;
515;486;;;
619;521;;;
211;420;;;
923;1030;;;
430;392;;;
411;831;;;
1013;608;;;
430;828;;;
1156;1157;;;
716;505;;;
499;775;;;
569;740;;;
438;695;;;
669;1162;;;
760;817;;;
306;677;;;
1373;784;;;
1100;429;;;
1400;975;;;
792;1025;;;
270;1180;;;
1405;663;;;
519;498;;;
545;852;;;
1561;644;;;
341;663;;;
315;1230;;;
491;403;;;
297;387;;;
589;396;;;
456;393;;;
971;469;;;
744;565;;;
625;1019;;;
754;1097;;;
661;324;;;
1192;1107;;;
1007;975;;;
667;1208;;;
395;1156;;;
318;827;;;
442;537;;;
746;572;;;
872;522;;;
1040;600;;;
382;754;;;
604;1196;;;
395;458;;;
471;853;;;
497;825;;;
1583;715;;;
448;415;;;
1652;1662;;;
395;438;;;
575;1672;;;
363;292;;;
312;450;;;
1035;730;;;
861;349;;;
778;854;;;
818;711;;;
464;1214;;;
2009;847;;;
819;675;;;
633;2098;;;
442;645;;;
780;1150;;;
659;750;;;
1129;1200;;;
152;754;;;
967;477;;;
802;367;;;
1185;482;;;
1100;635;;;
422;766;;;
294;1075;;;
681;596;;;
211;690;;;
484;777;;;
728;433;;;
213;423;;;
276;924;;;
438;446;;;
979;494;;;
515;369;;;
478;1380;;;
1127;675;;;
479;434;;;
923;841;;;
289;801;;;
1099;886;;;
681;655;;;
166;1398;;;
1465;734;;;
334;375;;;
1246;1702;;;
811;608;;;
853;1498;;;
201;734;;;
622;850;;;
977;373;;;
340;495;;;
1214;1344;;;
759;365;;;
229;1275;;;
606;572;;;
461;531;;;
442;639;;;
491;626;;;
256;418;;;
1027;582;;;
677;450;;;
205;817;;;
683;750;;;
546;395;;;
1119;1065;;;
424;423;;;
533;700;;;
771;610;;;
468;655;;;
1164;945;;;
813;832;;;
158;1312;;;
1056;1247;;;
468;515;;;
170;1240;;;
989;720;;;
821;458;;;
458;886;;;
493;833;;;
328;351;;;
740;774;;;
734;430;;;
565;1062;;;
1755;1040;;;
393;673;;;
971;1228;;;
186;865;;;
627;1093;;;
190;278;;;
458;590;;;
1654;311;;;
181;515;;;
316;965;;;
471;438;;;
716;430;;;
318;529;;;
918;677;;;
758;645;;;
1058;718;;;
613;653;;;
1062;1072;;;
841;683;;;
306;1002;;;
495;847;;;
399;331;;;
742;855;;;
142;428;;;
679;762;;;
606;277;;;
600;513;;;
720;514;;;
858;508;;;
1040;442;;;
614;874;;;
893;947;;;
533;758;;;
1260;750;;;
277;319;;;
551;872;;;
1095;635;;;
616;435;;;
550;873;;;
150;650;;;
318;545;;;
681;288;;;
1354;294;;;
462;729;;;
304;1413;;;
696;560;;;
553;320;;;
543;625;;;
215;535;;;
1285;525;;;
800;456;;;
602;1397;;;
610;1072;;;
898;717;;;
1386;533;;;
497;720;;;
1091;1275;;;
290;389;;;
385;772;;;
470;491;;;
300;809;;;
1255;468;;;
1830;552;;;
316;525;;;
436;1415;;;
414;437;;;
618;633;;;
724;409;;;
318;570;;;
1238;631;;;
681;472;;;
519;580;;;
971;956;;;
143;967;;;
438;1257;;;
931;284;;;
337;568;;;
934;890;;;
568;628;;;
2001;969;;;
884;556;;;
801;2023;;;
174;920;;;
379;596;;;
165;442;;;
608;764;;;
233;419;;;
556;618;;;
575;594;;;
506;787;;;
484;478;;;
754;705;;;
576;462;;;
444;856;;;
300;632;;;
296;420;;;
951;292;;;
1390;407;;;
1265;1299;;;
430;1544;;;
654;1425;;;
1262;675;;;
194;857;;;
1332;1530;;;
1050;508;;;
669;1547;;;
258;787;;;
557;825;;;
436;409;;;
551;1667;;;
664;393;;;
166;703;;;
231;967;;;
918;330;;;
302;594;;;
1286;910;;;
916;312;;;
1213;1133;;;
1180;1010;;;
989;1085;;;
294;1125;;;
377;844;;;
168;440;;;
221;726;;;
803;310;;;
590;357;;;
263;1384;;;
198;582;;;
1109;685;;;
395;543;;;
855;1123;;;
314;868;;;
336;730;;;
458;446;;;
277;628;;;
701;723;;;
150;300;;;
537;770;;;
359;308;;;
434;1035;;;
392;375;;;
245;458;;;
454;990;;;
1165;450;;;
725;857;;;
323;1232;;;
245;1068;;;
179;586;;;
418;354;;;
858;419;;;
683;564;;;
290;1313;;;
928;769;;;
1815;648;;;
1145;1259;;;
1020;1264;;;
679;2074;;;
312;874;;;
464;736;;;
209;533;;;
221;407;;;
250;533;;;
722;359;;;
948;730;;;
1175;677;;;
280;825;;;
733;1103;;;
1237;367;;;
617;858;;;
162;1638;;;
331;723;;;
249;327;;;
829;533;;;
825;510;;;
870;793;;;
514;1192;;;
1139;1302;;;
158;545;;;
600;1236;;;
448;338;;;
742;761;;;
614;322;;;
276;588;;;
1086;787;;;
519;545;;;
787;1352;;;
2524;678;;;
1670;1168;;;
345;3330;;;
219;1275;;;
331;608;;;
329;365;;;
421;797;;;
223;580;;;
341;787;;;
439;419;;;
669;485;;;
655;789;;;
351;594;;;
388;1008;;;
486;525;;;
355;730;;;
904;391;;;
866;541;;;
474;1017;;;
454;983;;;
434;513;;;
168;329;;;
1427;710;;;
176;300;;;
519;1757;;;
669;446;;;
181;641;;;
575;1153;;;
821;399;;;
321;631;;;
373;1121;;;
375;531;;;
709;691;;;
168;580;;;
361;1165;;;
766;300;;;
825;655;;;
190;99415;;;
312;1575;;;
268;434;;;
166;489;;;
349;884;;;
336;435;;;
472;646;;;
928;1227;;;
725;1591;;;
458;1879;;;
213;1198;;;
355;1517;;;
211;640;;;
825;602;;;
160;707;;;
213;1088;;;
1098;320;;;
658;450;;;
247;1115;;;
1030;1184;;;
357;707;;;
335;1617;;;
877;1429;;;
609;556;;;
537;1417;;;
377;1137;;;
618;1081;;;
752;985;;;
572;681;;;
509;810;;;
466;1024;;;
458;845;;;
699;910;;;
391;614;;;
760;1094;;;
567;928;;;
274;817;;;
205;975;;;
310;417;;;
385;667;;;
269;590;;;
237;710;;;
335;1022;;;
495;517;;;
395;1123;;;
198;983;;;
1330;671;;;
292;489;;;
193;1473;;;
642;756;;;
948;422;;;
244;423;;;
180;1373;;;
325;503;;;
348;497;;;
191;683;;;
1461;720;;;
861;541;;;
314;1626;;;
371;1508;;;
281;491;;;
364;544;;;
274;555;;;
456;910;;;
497;693;;;
312;1583;;;
213;765;;;
950;615;;;
552;379;;;
817;1103;;;
266;1058;;;
197;1891;;;
274;663;;;
456;365;;;
337;590;;;
324;1119;;;
551;1063;;;
308;677;;;
189;914;;;
414;395;;;
505;573;;;
1053;795;;;
178;802;;;
776;1855;;;
379;320;;;
306;1425;;;
319;715;;;
705;545;;;
397;535;;;
983;1060;;;
726;931;;;
266;1510;;;
744;874;;;
158;639;;;
951;683;;;
1107;275;;;
251;1480;;;
827;1054;;;
1015;568;;;
615;979;;;
272;1340;;;
730;1315;;;
446;585;;;
982;1018;;;
763;487;;;
440;1374;;;
657;581;;;
1372;630;;;
1762;886;;;
504;1664;;;
847;2546;;;
882;1208;;;
448;884;;;
403;1215;;;
639;580;;;
324;450;;;
394;1101;;;
184;679;;;
1569;890;;;
615;466;;;
314;1595;;;
184;993;;;
681;391;;;
550;501;;;
657;1307;;;
732;1706;;;
194;1131;;;
680;1196;;;
744;412;;;
207;957;;;
